Age,Education,Degree,Skills,Technical Skills,Soft Skills,Work Experience,Interests,Career Interests,Personality/Strengths,Preferred Work Environment,Salary Expectation,Location Preference,Work-Life Balance Preference,Recommended_Career
23,Undergraduate,B.Sc,"Programming, Analysis","SPSS, Excel, Statistics","Problem Solving, Communication",3 years,"Business, Analytics",Data Science,"Curious, Analytical",Remote,81000,Hyderabad,High,Data Scientist
40,Undergraduate,MCA,"Research, Programming","SQL, Tableau, Excel","Teamwork, Creativity, Adaptability",6 years,"Business, Analytics",Business Analytics,"Creative, Persuasive",Remote,81505,Delhi,High,Data Analyst
33,Diploma,Diploma in Management,"Leadership, Programming","Python, SQL, Excel, MS Office","Problem Solving, Communication",0 years,"Analytics, Data Science",Machine Learning,"Analytical, Innovative",Remote,91547,Hyderabad,Medium,Data Scientist
44,Diploma,M.Sc,"Communication, Analysis","SEO, Digital Marketing, Excel, UI Design","Teamwork, Creativity, Adaptability",4 years,"Marketing, Branding",Data Analytics,"Leadership, Communication",Remote,100000,Hyderabad,High,Marketing Manager
20,Undergraduate,MBA,"Leadership, Programming","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",0 years,"Analytics, Data Science",Machine Learning,"Curious, Analytical",Hybrid,94931,Pune,Medium,Data Scientist
21,Postgraduate,MA,"Analysis, Programming","Python, SQL, Excel, MS Office","Problem Solving, Communication",1 year,"Business Intelligence, Analytics",Digital Marketing,"Detail Oriented, Analytical",Remote,98375,Mumbai,High,Marketing Manager
42,Diploma,Diploma in Management,"Design, Communication","SEO, Google Analytics, Social Media","Problem Solving, Communication",8 years,"Marketing, Branding",Digital Marketing,"Analytical, Curious",Office,113508,Pune,Medium,Marketing Manager
42,Diploma,Diploma in Computer,"Research, Programming","SQL, Tableau, Excel","Communication, Creativity, Teamwork",14 years,"Business, Analytics",Data Analytics,"Detail Oriented, Analytical",Office,103683,Remote,High,Data Analyst
35,Diploma,MCA,"Leadership, Programming","SEO, Digital Marketing, Excel, UI Design","Teamwork, Time Management, Problem Solving",15 years,"Design, User Experience",Research,"Analytical, Curious",Remote,86744,Hyderabad,High,Academic Researcher
30,Diploma,Diploma in Computer,"Communication, Analysis","Digital Marketing, Excel, Canva","Problem Solving, Communication",10 years,"Data Science, Technology",Digital Marketing,"Creative, Persuasive",Office,99972,Bangalore,High,Marketing Manager
20,Undergraduate,B.Sc,"Programming, Analysis","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",0 years,"Business, Analytics",Data Analytics,"Analytical, Curious",Office,56162,Bangalore,Low,Data Analyst
41,Undergraduate,M.Sc,"Design, Communication","Machine Learning, Python, SQL","Problem Solving, Communication",8 years,"Creative Design, User Experience",UI/UX Design,"Detail Oriented, Analytical",Hybrid,71775,Ahmedabad,High,UI/UX Designer
25,Postgraduate,MA,"Programming, Research","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",2 years,"Education, Research",Research,"Detail Oriented, Analytical",Hybrid,77872,Bangalore,Low,Academic Researcher
36,Diploma,M.Sc,"Leadership, Communication","SPSS, Excel, Statistics","Teamwork, Time Management, Problem Solving",8 years,"Education, Research",Machine Learning,"Detail Oriented, Analytical",Remote,82963,Mumbai,High,Academic Researcher
23,Diploma,BBA,"Leadership, Programming","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",3 years,"Creative Design, User Experience",Data Analytics,"Analytical, Curious",Hybrid,73032,Remote,Medium,Data Analyst
30,Undergraduate,Diploma in Computer,"Creativity, Programming","SQL, Excel, Power BI","Leadership, Time Management, Critical Thinking",5 years,"Business Intelligence, Analytics",Data Analytics,"Creative, Persuasive",Hybrid,89592,Remote,Low,Data Analyst
24,Postgraduate,B.Com,"Programming, Analysis","Python, Machine Learning, Statistics","Teamwork, Time Management, Problem Solving",0 years,"Data Science, Technology",Data Science,"Curious, Analytical",Office,96327,Delhi,Low,Data Scientist
28,Postgraduate,MCA,"Programming, Research","Python, SQL, Excel, MS Office","Leadership, Time Management, Critical Thinking",5 years,"Business, Analytics",Business Analytics,"Leadership, Communication",Hybrid,65002,Pune,Medium,Data Analyst
24,Postgraduate,MBA,"Design, Communication","SEO, Google Analytics, Social Media","Creativity, Adaptability, Critical Thinking",3 years,"Research, Education",Creative Design,"Creative, Detail Oriented",Remote,80597,Pune,Low,UI/UX Designer
22,Postgraduate,M.Sc,"Creativity, Communication","Python, SQL, Excel, MS Office","Teamwork, Creativity, Adaptability",2 years,"Business Intelligence, Analytics",Business Analytics,"Analytical, Curious",Remote,50500,Ahmedabad,Low,Data Analyst
30,Diploma,BA,"Leadership, Programming","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",1 year,"Data Science, Technology",Machine Learning,"Curious, Analytical",Office,104627,Pune,Medium,Data Scientist
42,Undergraduate,B.Des,"Programming, Research","Digital Marketing, Excel, Canva","Teamwork, Time Management, Problem Solving",15 years,"Branding, Social Media",Marketing,"Analytical, Curious",Office,100286,Mumbai,Low,Marketing Manager
26,Postgraduate,B.Com,"Research, Programming","Machine Learning, Python, SQL","Problem Solving, Communication",0 years,"Analytics, Data Science",Data Science,"Innovative, Empathetic",Hybrid,89717,Pune,Low,Data Scientist
22,Postgraduate,MA,"Research, Programming","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",2 years,"Business, Analytics",Business Analytics,"Detail Oriented, Analytical",Office,55050,Hyderabad,Low,Data Analyst
35,Postgraduate,M.Sc,"Programming, Analysis","Python, Machine Learning, Statistics","Problem Solving, Communication",14 years,"Analytics, Data Science",Machine Learning,"Curious, Analytical",Hybrid,99938,Hyderabad,High,Data Scientist
32,Postgraduate,M.Sc,"Creativity, Programming","Python, SQL, Excel, MS Office","Teamwork, Time Management, Problem Solving",0 years,"Business Intelligence, Analytics",Data Analytics,"Detail Oriented, Analytical",Remote,51913,Delhi,Low,Data Analyst
24,Postgraduate,BA,"Creativity, Communication","Adobe XD, UI Design, Figma","Teamwork, Creativity, Adaptability",4 years,"Design, User Experience",Machine Learning,"Creative, Detail Oriented",Office,52083,Pune,Low,UI/UX Designer
40,Postgraduate,M.Sc,"Leadership, Programming","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",11 years,"Data Science, Technology",Data Science,"Analytical, Curious",Office,86852,Mumbai,Medium,Data Scientist
29,Postgraduate,MBA,"Research, Communication","SPSS, Excel, Statistics","Leadership, Time Management, Critical Thinking",3 years,"Research, Education",Machine Learning,"Analytical, Curious",Remote,63779,Ahmedabad,High,Academic Researcher
25,Undergraduate,B.Sc,"Creativity, Programming","SQL, Excel, Power BI","Communication, Creativity, Teamwork",0 years,"Business Intelligence, Analytics",Business Analytics,"Analytical, Curious",Office,63875,Delhi,Low,Data Analyst
43,Diploma,M.Sc,"Programming, Research","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",1 year,"Research, Education",Research,"Detail Oriented, Analytical",Office,57913,Mumbai,High,Academic Researcher
31,Postgraduate,MBA,"Leadership, Communication","Python, SQL, Excel, MS Office","Creativity, Adaptability, Critical Thinking",2 years,"Business, Analytics",Digital Marketing,"Creative, Detail Oriented",Remote,62992,Hyderabad,Low,Marketing Manager
43,Diploma,BBA,"Creativity, Communication","Adobe XD, UI Design, Figma","Leadership, Time Management, Critical Thinking",2 years,"Design, User Experience",UI/UX Design,"Detail Oriented, Analytical",Hybrid,52284,Mumbai,High,UI/UX Designer
39,Postgraduate,B.Sc,"Analysis, Programming","Figma, Photoshop, Canva","Problem Solving, Communication",6 years,"Business Intelligence, Analytics",Marketing,"Detail Oriented, Analytical",Remote,53504,Remote,Low,Data Analyst
33,Undergraduate,B.Sc,"Leadership, Communication","Python, SPSS, Research Methods","Communication, Creativity, Teamwork",7 years,"Education, Research",Research,"Analytical, Curious",Remote,67085,Pune,High,Academic Researcher
43,Diploma,Diploma in Computer,"Creativity, Communication","Machine Learning, Python, SQL","Creativity, Adaptability, Critical Thinking",10 years,"Design, User Experience",Creative Design,"Innovative, Empathetic",Remote,63480,Pune,Low,UI/UX Designer
40,Diploma,B.Com,"Research, Analysis","SPSS, Excel, Statistics","Teamwork, Time Management, Problem Solving",9 years,"Education, Research",Research,"Detail Oriented, Analytical",Office,79657,Bangalore,Low,Academic Researcher
32,Undergraduate,MA,"Design, Communication","Python, Machine Learning, Statistics","Problem Solving, Communication",2 years,"Business Intelligence, Analytics",Data Science,"Curious, Analytical",Office,112380,Pune,Medium,Data Scientist
35,Diploma,BA,"Communication, Analysis","SQL, Excel, Power BI","Teamwork, Creativity, Adaptability",0 years,"Marketing, Branding",Marketing,"Creative, Persuasive",Remote,54911,Delhi,Low,Marketing Manager
20,Postgraduate,MBA,"Research, Creativity","Figma, Photoshop, Canva","Communication, Creativity, Teamwork",0 years,"Design, User Experience",Data Analytics,"Creative, Detail Oriented",Hybrid,42595,Mumbai,High,UI/UX Designer
33,Undergraduate,M.Sc,"Leadership, Programming","Research Methods, SPSS, Python, Power BI","Problem Solving, Communication",13 years,"Research, Education",Academic Research,"Analytical, Curious",Office,98286,Remote,Low,Academic Researcher
21,Postgraduate,BCA,"Communication, Analysis","Python, Machine Learning, Statistics","Creativity, Adaptability, Critical Thinking",0 years,"Data Science, Technology",Data Science,"Creative, Persuasive",Hybrid,87808,Pune,High,Data Scientist
29,Undergraduate,MCA,"Programming, Analysis","Machine Learning, Python, SQL","Communication, Creativity, Teamwork",6 years,"Analytics, Data Science",Creative Design,"Curious, Analytical",Remote,123029,Ahmedabad,Low,Data Scientist
37,Diploma,BCA,"Research, Communication","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",7 years,"Research, Education",Academic Research,"Analytical, Curious",Office,60830,Remote,High,Academic Researcher
34,Diploma,B.Des,"Research, Programming","Python, SQL, Excel, MS Office","Teamwork, Time Management, Problem Solving",1 year,"Business Intelligence, Analytics",Data Analytics,"Analytical, Curious",Hybrid,67258,Hyderabad,Medium,Data Analyst
23,Diploma,B.Com,"Leadership, Communication","Figma, UI Design, Adobe XD","Teamwork, Creativity, Adaptability",1 year,"Creative Design, User Experience",Creative Design,"Creative, Detail Oriented",Remote,51180,Pune,Low,UI/UX Designer
39,Postgraduate,BBA,"Research, Analysis","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",12 years,"Design, User Experience",Creative Design,"Analytical, Curious",Office,48930,Delhi,Medium,UI/UX Designer
28,Postgraduate,Diploma in Management,"Creativity, Programming","SQL, Excel, Power BI","Communication, Creativity, Teamwork",6 years,"Business, Analytics",Data Analytics,"Creative, Detail Oriented",Hybrid,92328,Remote,Low,Data Analyst
38,Undergraduate,M.Sc,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Problem Solving, Communication",7 years,"Data Science, Technology",Data Science,"Analytical, Innovative",Remote,87646,Bangalore,Low,Data Scientist
39,Undergraduate,Diploma in Management,"Research, Programming","Digital Marketing, Excel, Canva","Teamwork, Time Management, Problem Solving",1 year,"Branding, Social Media",Digital Marketing,"Detail Oriented, Analytical",Hybrid,78802,Mumbai,Low,Marketing Manager
39,Undergraduate,BBA,"Research, Communication","SQL, Tableau, Excel","Teamwork, Creativity, Adaptability",9 years,"Research, Education",Academic Research,"Creative, Persuasive",Hybrid,89432,Hyderabad,Low,Academic Researcher
41,Postgraduate,B.Sc,"Research, Programming","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",9 years,"Marketing, Branding",Marketing,"Creative, Persuasive",Remote,92138,Hyderabad,Low,Marketing Manager
25,Undergraduate,B.Des,"Communication, Analysis","SPSS, Excel, Statistics","Problem Solving, Communication",0 years,"Branding, Social Media",Marketing,"Creative, Persuasive",Office,83617,Delhi,High,Marketing Manager
36,Undergraduate,MCA,"Programming, Research","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",14 years,"Business Intelligence, Analytics",Business Analytics,"Curious, Analytical",Hybrid,73706,Bangalore,High,Marketing Manager
34,Undergraduate,BA,"Leadership, Programming","SQL, Excel, Power BI","Teamwork, Time Management, Problem Solving",14 years,"Business Intelligence, Analytics",Machine Learning,"Detail Oriented, Analytical",Remote,86794,Hyderabad,Medium,Data Analyst
25,Postgraduate,MBA,"Analysis, Programming","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",1 year,"Business, Analytics",Data Analytics,"Detail Oriented, Analytical",Remote,77912,Pune,High,Data Analyst
24,Undergraduate,MA,"Programming, Analysis","Digital Marketing, Excel, Canva","Communication, Creativity, Teamwork",3 years,"Marketing, Branding",Digital Marketing,"Leadership, Communication",Hybrid,92901,Delhi,Low,Marketing Manager
23,Diploma,BCA,"Research, Communication","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",2 years,"Research, Education",Academic Research,"Analytical, Curious",Office,76992,Delhi,High,Academic Researcher
25,Undergraduate,BA,"Research, Programming","SPSS, Excel, Statistics","Leadership, Time Management, Critical Thinking",2 years,"Research, Education",Academic Research,"Analytical, Curious",Office,62826,Bangalore,Low,Academic Researcher
24,Undergraduate,MCA,"Creativity, Programming","SQL, Excel, Power BI","Teamwork, Time Management, Problem Solving",4 years,"Business Intelligence, Analytics",Business Analytics,"Leadership, Communication",Remote,79747,Bangalore,High,Data Analyst
27,Undergraduate,BA,"Creativity, Communication","Machine Learning, Python, SQL","Communication, Creativity, Teamwork",0 years,"Branding, Social Media",UI/UX Design,"Leadership, Communication",Remote,99590,Delhi,Low,Marketing Manager
31,Diploma,B.Sc,"Creativity, Communication","Machine Learning, Python, SQL","Teamwork, Creativity, Adaptability",10 years,"Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Remote,84181,Bangalore,Medium,UI/UX Designer
32,Postgraduate,BCA,"Programming, Analysis","Python, SQL, TensorFlow","Leadership, Time Management, Critical Thinking",5 years,"Business Intelligence, Analytics",Data Analytics,"Creative, Persuasive",Hybrid,61129,Mumbai,Low,Data Analyst
28,Postgraduate,BA,"Leadership, Programming","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",0 years,"Analytics, Data Science",Machine Learning,"Curious, Analytical",Office,67741,Pune,High,Data Scientist
37,Undergraduate,B.Des,"Communication, Analysis","SQL, Tableau, Excel","Teamwork, Time Management, Problem Solving",0 years,"Branding, Social Media",Academic Research,"Creative, Persuasive",Remote,67368,Hyderabad,High,Marketing Manager
